indiatimes, http://info.indiatimes.com/rss/
thehindu, https://www.thehindu.com/rssfeeds/
washingtonpost, https://www.washingtonpost.com/discussions/2018/10/12/washington-post-rss-feeds/
aljazeera, https://www.aljazeera.com/
nytimes, https://archive.nytimes.com/www.nytimes.com/services/xml/rss/index.html
economist, https://www.economist.com/rss
bbcnews, https://www.bbc.co.uk/news
